"Slashpile1"	"Slashpile10"	"Slashpile13"	"Slashpile14"	"Slashpile15"	"Slashpile16"	"Slashpile17"	"Slashpile18"	"Slashpile19"	"Slashpile2"	"Slashpile20"	"Slashpile22"	"Slashpile23"	"Slashpile24"	"Slashpile25"	"Slashpile26"	"Slashpile27"	"Slashpile28"	"Slashpile3"	"Slashpile4"	"Slashpile40"	"Slashpile5"	"Slashpile6"	"Slashpile7"	"Slashpile8"	"Slashpile9"
"Taxa_00034"	0.203594639423715	0.188927829641098	0.0959754334331593	0.126963564417887	0.115070502280587	0.203594639423715	0.19044534662683	0.206402974009358	0.15915725089476	0.0239938583582898	0.23873587634214	0.160955694994913	0.194927026778142	0.151750484535328	0.459029538748727	0.13990703385892	0.188927829641098	0.38465081099855	0.209173607698828	0.15915725089476	0.0239938583582898	0.167957008508029	0.200747021707016	0.119969291791449	0.143963150149739	0.0831171634923383
"Taxa_00035"	0.152337621928571	0.174902021999684	0.125788651356657	0.133912245338045	0.137794563652388	0.243046764960585	0.253665116957735	0.0974354703692446	0.125788651356657	0.0324784901230815	0.318222913670292	0.148835139446897	0.159111456835146	0.117102861488421	0.481733858627898	0.148835139446897	0.141570456285296	0.275589127304775	0.186574721177009	0.174902021999684	0.0974354703692446	0.177892016741205	0.189380513524897	0.129913960492326	0.107718965495525	0.245207223136842
"Taxa_00036"	0.157134840263677	0.286066801931906	0.202715254548857	0.182574185835055	0.235515120818258	0.127380334271358	0.227322425222014	0.0296956935458249	0.0915282745608793	0.0209980262782904	0.297550256600161	0.128414562350355	0.11766391621109	0.212069670093451	0.0586442958790831	0.0430331482911935	0.132803178814933	0.0733429527120503	0.224982852570184	0.176683137896437	0.316784995992656	0.19809498371982	0.29442198177271	0.276505020668751	0.204232118868275	0.25990094436503
"Taxa_00038"	0.220305148558764	0.140364049222983	0.147051756621335	0.151874401179994	0.159588610958669	0.113905800884996	0.229911292255477	0.206804013616888	0.169800742540271	0.0438423632021414	0.179432604581044	0.242127364707149	0.178088521202098	0.284975360813919	0.212533740996552	0.0980345044142236	0.16257183382521	0.230953979202287	0.267582122376068	0.151874401179994	0.150284049489607	0.248976762288248	0.26578020206499	0.255642710788023	0.183405763800101	0.187294657701334
"Taxa_00039"	0.207921787867399	0.203591279970227	0.190528827850182	0.14280999061542	0.156271655485665	0.101145181950631	0.190528827850182	0.279547235697901	0.125333690962004	0.0832480367817245	0.217843093741479	0.215252352696925	0.180202952488407	0.264129460660199	0.237554033190841	0.144646850543614	0.141416689096862	0.221895637814083	0.21028909513125	0.167877807409376	0.167681113952953	0.192938502272181	0.254067303497754	0.24881741286246	0.202616375980466	0.197502724662452
"Taxa_00040"	0.219472375229627	0.165344079672992	0.185488011720693	0.180919890269653	0.304329920912333	0.102052581559767	0.253669370491902	0.0862501735112658	0.189946303699253	0.0510262907798833	0.204560247660242	0.284429481917957	0.243188784330716	0.196680656496164	0.0934929601954075	0.118887659655553	0.174643290641141	0.0681867492200806	0.280147149091567	0.122736148596145	0.113280335641266	0.288325957751526	0.218197597504258	0.223669167738013	0.183471777799812	0.210828312314956
"Taxa_00050"	0.133869888150416	0.215858708600911	0.0946603057078441	0	0	0.103695169473043	0.112003584172041	0.471404520791032	0	0	0.169333502666921	0.103695169473043	0.127000127000191	0.140403923195705	0.376267273267155	0.179605302026775	0.0946603057078441	0.257503871286625	0.215858708600911	0.21997067253203	0.174544979362881	0.211666878333651	0.403834665768041	0.0946603057078441	0.0846667513334603	0.0846667513334603
"Taxa_00051"	0.206040845923034	0.21915164670579	0.221099699653717	0.193150284985685	0.237012567427032	0.0463042366610398	0.206040845923034	0.157706547296028	0.194257172471453	0.180527148811407	0.192037017586452	0.200770385903693	0.194257172471453	0.174487733451995	0.129320695155649	0.185216946644159	0.189790893328406	0.105589905437784	0.21320071635561	0.153573779208488	0.222067317841947	0.231521183305199	0.260294067768103	0.225896346849004	0.257811078729385	0.163054042961969
"Taxa_00053"	0.182414243460216	0.202148414090546	0.220120436174115	0.177548986851655	0.184007411206363	0.130112888252601	0.273354547608395	0.179185417637021	0.187153064902172	0.120806783926298	0.1917748241751	0.200699302832915	0.165641916796796	0.199239652167719	0.289936281423116	0.177548986851655	0.175897332470804	0.275481852436053	0.169129497496817	0.138796427678281	0.225362133173036	0.199239652167719	0.17254660021842	0.233003686748791	0.170846592255247	0.142940514409531
"Taxa_00054"	0.109435131032917	0.154764646506827	0.134030115482631	0.109435131032917	0	0.218870262065833	0.189547207081969	0.394573976276301	0.134030115482631	0.109435131032917	0.232146969760241	0.134030115482631	0.154764646506827	0.154764646506827	0.244704392116198	0.346064270102991	0.0773823232534137	0.289538141406864	0.154764646506827	0.173032135051496	0.244704392116198	0.173032135051496	0.232146969760241	0.173032135051496	0.189547207081969	0.109435131032917
"Taxa_00060"	0.248891347087172	0	0.248891347087172	0.248891347087172	0.162937633978071	0	0	0	0.248891347087172	0	0	0.210351580955836	0.210351580955836	0.0940720868383597	0	0.248891347087172	0.420703161911671	0	0.266076042095096	0	0	0.230428611792771	0.0940720868383597	0.248891347087172	0.410050719936393	0.162937633978071
"Taxa_00066"	0.251976315339485	0.17817416127495	0.125988157669742	0.17817416127495	0	0	0	0.125988157669742	0.125988157669742	0.125988157669742	0.471404520791032	0.398409536444798	0.218217890235992	0	0.218217890235992	0.333333333333333	0.125988157669742	0.125988157669742	0.125988157669742	0.125988157669742	0.281718084909506	0.251976315339485	0.125988157669742	0	0	0
"Taxa_00068"	0.105117666245527	0.393314292388015	0.166205623828633	0.176939398225967	0.142329992930728	0.0429141075422875	0.142329992930728	0.128742322626862	0.142329992930728	0.340620168879522	0.135706323587039	0.148658829249433	0.160569887482411	0.176939398225967	0.135706323587039	0.235050247361134	0.113540056293174	0.135706323587039	0.196657146194008	0.312419418708255	0.205808829746134	0.142329992930728	0.24652277919694	0.214570537711437	0.264540325458593	0.0429141075422875
"Taxa_00076"	0	0.0793051585718144	0.0793051585718144	0.137360563948689	0	0.177331725532977	0.137360563948689	0.46917564532222	0	0	0.412081691846067	0.0793051585718144	0	0	0.396525792859072	0.158610317143629	0	0.520038701994695	0	0	0	0.112154430818409	0.224308861636818	0	0.0793051585718144	0
"Taxa_00086"	0	0.300273099737938	0.156812512046795	0.0905357460425185	0	0	0.0905357460425185	0	0	0	0.495884703680465	0.128036879932896	0.202444082544729	0	0.156812512046795	0.0905357460425185	0	0.326431274618686	0.128036879932896	0.350643436659138	0.221766381286372	0.0905357460425185	0.3732884438274	0.0905357460425185	0.286299167156934	0
"Taxa_00104"	0	0.0995037190209989	0.0995037190209989	0	0	0.263262095055611	0.0995037190209989	0.0995037190209989	0	0	0.507371404963127	0.466713811857136	0.199007438041998	0	0.358765761029573	0.199007438041998	0	0.243733339110716	0	0.344690993772856	0	0	0.0995037190209989	0	0.140719508946058	0
"Taxa_00105"	0	0.160816880225669	0	0	0	0.454858826147342	0.0928476690885259	0.347404166889826	0	0.185695338177052	0.30794088102572	0.131306432859723	0.293610109757352	0	0.359597476114038	0.20761369963435	0	0	0	0.321633760451338	0.245651842220259	0.131306432859723	0.20761369963435	0.0928476690885259	0	0
"Taxa_00118"	0.0587693266548849	0	0.0151741748934795	0.0339304865642909	0.0151741748934795	0.302343292844522	0.187694177602235	0.377833907812283	0.0214595239321801	0.0151741748934795	0.21351956718808	0.0262824418784426	0.0643785717965402	0.0262824418784426	0.455225246804386	0.0711731890626934	0.0214595239321801	0.660730343401321	0.0151741748934795	0.0587693266548849	0.0151741748934795	0.0455225246804386	0.113553127156775	0.0151741748934795	0.0695368050578684	0.0214595239321801
"Taxa_00123"	0	0.696086260799785	0.101534616513362	0.175863114528165	0	0.101534616513362	0.101534616513362	0	0	0	0.287183263447095	0	0.101534616513362	0.143591631723548	0.143591631723548	0.143591631723548	0	0	0.101534616513362	0.22703830459325	0.351726229056329	0.101534616513362	0.203069233026724	0.203069233026724	0.143591631723548	0
"Taxa_00129"	0.117041147196131	0.370116605098803	0.261711961295107	0.117041147196131	0.117041147196131	0	0.117041147196131	0	0.117041147196131	0.165521177720474	0.261711961295107	0	0.202721213519846	0.117041147196131	0	0.234082294392261	0.165521177720474	0	0.202721213519846	0.421997857554777	0.234082294392261	0	0.309661768642666	0.202721213519846	0.286691089540498	0
"Taxa_00144"	0	0.157134840263677	0.293972367896066	0.248451997499977	0	0	0.157134840263677	0	0.111111111111111	0.111111111111111	0	0	0	0.111111111111111	0.111111111111111	0.769800358919501	0.111111111111111	0	0.222222222222222	0.192450089729875	0.157134840263677	0	0	0.111111111111111	0.157134840263677	0
"Taxa_00148"	0.0591398561730303	0.403280052010699	0.234082294392261	0.206989496605606	0.0935083230007724	0.206284249251759	0.0418181933383469	0.0381746130092081	0.0170722059406674	0.37983260360569	0.149807999143581	0.074416020438684	0.148832040877368	0.103846174605426	0.0341444118813348	0.266676381830219	0.181480038494329	0.0295699280865152	0.0870515112315378	0.327946366935398	0.380981872808824	0.123109427808715	0.185451625634034	0.153649853466007	0.164638391811546	0.0980723565407626
"Taxa_00149"	0.155699788832305	0.339339822525319	0.110096376512636	0	0	0.174077655955698	0	0	0.0778498944161523	0.110096376512636	0.504524979109513	0.134839972492648	0.220192753025272	0.110096376512636	0	0.110096376512636	0.0778498944161523	0	0.190692517849118	0.280691786106895	0.190692517849118	0.233549683248457	0.419234511649	0.110096376512636	0.233549683248457	0
"Taxa_00152"	0.0979012999747256	0.246379535268985	0.32958488752227	0.233051708943602	0.169570025683266	0.218913961829085	0	0	0.149546705922919	0.252780069582779	0	0	0.0565233418944221	0.195802599949451	0	0.159872153395486	0.407595614921842	0.0565233418944221	0.12639003479139	0.455705751148033	0.203797807460921	0.0979012999747256	0.203797807460921	0.159872153395486	0.138453346198214	0.0799360766977431
"Taxa_00154"	0.062257280636469	0.403473292392964	0.249029122545876	0.19188982627111	0.0984374038697697	0.0984374038697697	0	0	0	0.405867813666645	0.116472706986951	0.0440225453162812	0.164717281867254	0.0984374038697697	0	0.0984374038697697	0.152498570332605	0	0.062257280636469	0.34663386845444	0.50193424319937	0.0984374038697697	0.186771841909407	0.124514561272938	0.164717281867254	0.0440225453162812
"Taxa_00159"	0	0.438529009653515	0	0	0	0.4599331055039	0	0.294174202707276	0.098058067569092	0.277350098112615	0.138675049056307	0	0.098058067569092	0	0	0.366899692852671	0.219264504826757	0.196116135138184	0	0.353553390593274	0.138675049056307	0	0.098058067569092	0.098058067569092	0.098058067569092	0
"Taxa_00160"	0.0932504808240314	0.186500961648063	0.131876094679157	0	0	0.208514414057075	0	0.395628284037472	0.0932504808240314	0	0.456832192576129	0.0932504808240314	0.0932504808240314	0	0.309276856413543	0.309276856413543	0	0.246717581897584	0	0.131876094679157	0.208514414057075	0.131876094679157	0.40646942234853	0.0932504808240314	0	0
"Taxa_00179"	0.0536056267418897	0.268028133709449	0.326070297758719	0.169515875905203	0.107211253483779	0.160816880225669	0.141827157232794	0.0536056267418897	0.131306432859723	0.312571830824992	0	0	0.0536056267418897	0.239731650742692	0.0536056267418897	0.491303684440517	0.386555671742534	0.0536056267418897	0.141827157232794	0.141827157232794	0.169515875905203	0.0536056267418897	0.0758098043578903	0.25708355455569	0.107211253483779	0.0536056267418897
"Taxa_00186"	0	0.339934634239519	0.0942809041582063	0.0942809041582063	0	0.0666666666666667	0	0.176383420737639	0.0942809041582063	0.346410161513775	0.115470053837925	0.176383420737639	0.149071198499986	0.0666666666666667	0.115470053837925	0.614636297152859	0.163299316185545	0.133333333333333	0	0.274873708374511	0.188561808316413	0.115470053837925	0.188561808316413	0.176383420737639	0.0666666666666667	0
"Taxa_00193"	0	0.225493808400849	0.15944820103582	0.225493808400849	0.130188910980824	0.130188910980824	0.130188910980824	0.305320059909353	0.0920574617898323	0.0920574617898323	0.305320059909353	0	0.184114923579665	0.0920574617898323	0.411693484796309	0.243561150223727	0.0920574617898323	0.401269172940736	0.130188910980824	0.130188910980824	0.184114923579665	0.205846742398155	0.130188910980824	0.130188910980824	0.130188910980824	0.130188910980824
"Taxa_00195"	0.203419051086243	0.557086014531156	0.219717687201021	0.16609095970748	0.131306432859723	0.234888087805881	0.101709525543122	0	0.08304547985374	0.143838990445615	0	0	0.08304547985374	0.08304547985374	0.08304547985374	0.203419051086243	0.117444043902941	0.16609095970748	0.131306432859723	0.337332333831603	0.255963359446836	0.101709525543122	0.16609095970748	0.143838990445615	0.281620923987523	0.155363866566466
"Taxa_00196"	0.163956458945988	0.193995898415793	0.319609977369932	0.193995898415793	0.207390338946085	0	0.24318672855696	0	0.207390338946085	0.311085508419128	0	0.21997067253203	0.146647115021353	0.103695169473043	0	0.274351630584367	0.24318672855696	0	0.179605302026775	0.179605302026775	0.24318672855696	0.24318672855696	0	0.207390338946085	0.179605302026775	0.283980917123532
"Taxa_00197"	0.0882898647791305	0.288996420319844	0.1668521610665	0.124860724190733	0.0943858356366017	0.379015251998143	0.120318804429448	0.110677202743505	0.15292253159084	0.30584506318168	0.156521201165382	0.0746185548674875	0.120318804429448	0.120318804429448	0.0333704322133	0.281184259824895	0.216265118168194	0.0577992840639687	0.202984414686918	0.323538344147383	0.194581384945948	0.160038970755114	0.330350424728106	0.15292253159084	0.185798703249447	0.0577992840639687
"Taxa_00207"	0.39492189449598	0.383130514088461	0	0.270914184591439	0.0957826285221151	0	0.0957826285221151	0	0.135457092295719	0.270914184591439	0	0.0957826285221151	0.428352936878119	0	0	0.135457092295719	0.0957826285221151	0	0.165900379082799	0.358385779534397	0.19156525704423	0	0.253417014989599	0	0.19156525704423	0
"Taxa_00209"	0	0.166666666666667	0.149071198499986	0.235702260395516	0.149071198499986	0	0.074535599249993	0	0.235702260395516	0.35746017649212	0	0.105409255338946	0	0.129099444873581	0	0.591607978309962	0.35746017649212	0	0.105409255338946	0.105409255338946	0.074535599249993	0.074535599249993	0.105409255338946	0.223606797749979	0.235702260395516	0.166666666666667
"Taxa_00212"	0.201759048820415	0.195352359007029	0.209997476007043	0.218248731574601	0.294111827005397	0.0265840888675675	0.18910239901833	0.103643858814522	0.194990259791169	0.0928542305294082	0.138645644868454	0.226823198220295	0.207287717629045	0.177934755978586	0.123551680149824	0.197152879640471	0.199646330404083	0.117090765433587	0.229610208955388	0.169805542493418	0.206604724939899	0.263973443358582	0.273183043516646	0.242192575890043	0.171049555772692	0.198937104963978
"Taxa_00214"	0.153846153846154	0.280004226510789	0.255124983873492	0.188422287906398	0.22094471717454	0.0769230769230769	0.184455058588951	0.101759665810177	0.163178487966126	0.184455058588951	0.227541530119216	0.176252911344455	0.143909899491305	0.196116135138184	0.148960897931054	0.203519331620353	0.22094471717454	0.108785658644084	0.12162606385263	0.217571317288168	0.260858845504818	0.199852016257947	0.210662522117372	0.282633431859597	0.230769230769231	0.153846153846154
"Taxa_00215"	0.0975900072948533	0.218217890235992	0.195180014589707	0.0975900072948533	0.169030850945703	0.138013111868471	0.0975900072948533	0.258198889747161	0.0975900072948533	0	0.29277002188456	0.0975900072948533	0.169030850945703	0.0975900072948533	0.323669437485075	0.308606699924184	0.138013111868471	0.323669437485075	0	0.195180014589707	0.218217890235992	0.169030850945703	0.390360029179413	0.138013111868471	0.138013111868471	0
"Taxa_00216"	0.268538034654941	0.233768875866621	0.263240906106721	0.237356331638771	0.237356331638771	0.0671345086637351	0.123333967768956	0.138401335172262	0.182316857749683	0.136350831665137	0.125597165124552	0.108770335641171	0.127820296389165	0.167836271659338	0.138401335172262	0.146316269444739	0.240890367208995	0.140421899499882	0.167836271659338	0.140421899499882	0.220115206710832	0.210966922178623	0.246667935537911	0.194284530710089	0.378283744759533	0.166149432147139
"Taxa_00217"	0.120385853085769	0.262374883916401	0.17025130615175	0.147441956154897	0.217028683070608	0.104257207028537	0.134595475514541	0.233126202060078	0.0601929265428846	0.104257207028537	0.262374883916401	0.147441956154897	0.180578779628654	0.147441956154897	0.199637352376173	0.0851256530758749	0.147441956154897	0.225221308230725	0.248181794051358	0.248181794051358	0.199637352376173	0.312771621085612	0.28232985128664	0.217028683070608	0.134595475514541	0.225221308230725
"Taxa_00223"	0.237635410314402	0.137198868114007	0.208637033540802	0.23263199921512	0.351467511677404	0.12833778958395	0.157181049598675	0.1455213750218	0.187867287325545	0	0.118817705157201	0.174894926439041	0.190972742126446	0.0970142500145332	0.14142135623731	0.132842232831014	0.256675579167899	0.102899151085505	0.295057322446693	0.14142135623731	0.123669388480168	0.249705709138719	0.256675579167899	0.164495664165995	0.164495664165995	0.310597147822214
"Taxa_00224"	0.217332621311436	0.127256952595156	0.132453235706504	0.137453218639797	0.116169172559554	0.110207753755597	0.24915511755649	0.223455865030959	0.262346928572023	0.0971941029961179	0.197828972332662	0.291582308988354	0.257151425429726	0.146943671674129	0.257151425429726	0.201210909146383	0.0971941029961179	0.238075958348003	0.142277598306118	0.179968508266339	0.142277598306118	0.235224646408498	0.187317162316339	0.187317162316339	0.28691669101735	0.137453218639797
"Taxa_00225"	0.185942109499453	0.247326126331121	0.115316401003611	0.136444205727454	0.136444205727454	0.154713186938819	0.136444205727454	0.115316401003611	0.326164036526721	0.326164036526721	0.247326126331121	0.171041863732059	0.178647400252624	0.163082018263361	0.0893237001263121	0.103142124625879	0.103142124625879	0.0893237001263121	0.126322788159978	0.19296124624699	0.19973386548424	0.23632829671833	0.272888411454908	0.19296124624699	0.357294800505248	0.103142124625879
"Taxa_00226"	0.219482932081479	0.198276069606284	0.188248322134005	0.174510865226063	0.159595279935311	0.097020964500475	0.191167074828117	0.159595279935311	0.225701809375247	0.124514561272938	0.133111665127944	0.283351246909447	0.232945413973903	0.225701809375247	0.259908834856231	0.16638958140993	0.169684744493554	0.143133730033529	0.251242758279796	0.16638958140993	0.12671852991977	0.225701809375247	0.225701809375247	0.206484040339026	0.231753869515565	0.174510865226063
"Taxa_00227"	0.179382880514787	0.157329193881888	0.131631047527805	0.121866669555358	0.140719508946058	0.179382880514787	0.1861544126432	0.192688123327015	0.243733339110716	0.121866669555358	0.20513217183268	0.306691059440268	0.248759297552497	0.165008250618802	0.243733339110716	0.1861544126432	0.121866669555358	0.157329193881888	0.20513217183268	0.20513217183268	0.140719508946058	0.253685702481564	0.243733339110716	0.192688123327015	0.272502157317285	0.121866669555358
